timestamp,building,zone,sensor,type,value,value_normalized
2024-01-01 00:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,20.539079537547487,-0.6756344241561656
2024-01-01 00:00:00+00:00,Downtown Office,Open Office,office_energy,energy,272.2242902297265,-0.7443112667784337
2024-01-01 00:00:00+00:00,Downtown Office,Open Office,cluster_energy,energy,241.11168941268406,0.4457498322494453
2024-01-01 00:00:00+00:00,Downtown Office,Open Office,cluster_co2,co2,700.3810722615701,0.04458852829178782
2024-01-01 00:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,543.2677935439265,-1.4197252767564084
2024-01-01 00:00:00+00:00,Downtown Office,Conference,conference_co2,co2,549.740202540519,-1.2898145114252957
2024-01-01 00:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,185.14119908986058,-1.1648931790052122
2024-01-01 00:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,19.585072079284156,-1.510747784153533
2024-01-01 01:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,540.7369269646493,-1.4433132439926522
2024-01-01 01:00:00+00:00,Downtown Office,Open Office,cluster_co2,co2,614.6406227991372,-0.7545223095929702
2024-01-01 01:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,199.1604371497355,-0.7614665219575925
2024-01-01 01:00:00+00:00,Downtown Office,Open Office,cluster_energy,energy,228.89185361802922,0.09410393799658506
2024-01-01 01:00:00+00:00,Downtown Office,Open Office,office_energy,energy,281.1374845768,-0.3852017549343838
2024-01-01 01:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,19.572272202782035,-1.3865333271027485
2024-01-01 01:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,17.99691903516246,-2.7509118978602025
2024-01-01 01:00:00+00:00,Downtown Office,Conference,conference_co2,co2,595.4019571278571,-0.7685216728757355
2024-01-01 02:00:00+00:00,Downtown Office,Conference,conference_co2,co2,603.215004494938,-0.6793248017411094
2024-01-01 02:00:00+00:00,Downtown Office,Open Office,office_energy,energy,262.30861760047424,-1.1438102812552484
2024-01-01 02:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,187.18329515401115,-1.1061285025647496
2024-01-01 02:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,569.7316381826707,-1.1730792048555985
2024-01-01 02:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,16.705526518705355,-3.494467647161847
2024-01-01 02:00:00+00:00,Downtown Office,Open Office,cluster_energy,energy,229.32799323402895,0.10665457352594392
2024-01-01 02:00:00+00:00,Downtown Office,Open Office,cluster_co2,co2,674.7566074066098,-0.1942344276056826
2024-01-01 02:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,20.872191584533002,-0.5056560983303462
2024-01-01 03:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,18.539279825651906,-2.327390757038051
2024-01-01 03:00:00+00:00,Downtown Office,Open Office,cluster_co2,co2,695.7991138518256,0.0018841495893140007
2024-01-01 03:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,20.121950550694116,-0.9823517280885159
2024-01-01 03:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,574.6576517604469,-1.127168192465896
2024-01-01 03:00:00+00:00,Downtown Office,Open Office,cluster_energy,energy,238.48099834280993,0.3700473654312296
2024-01-01 03:00:00+00:00,Downtown Office,Open Office,office_energy,energy,284.3830820854894,-0.25443775590070444
2024-01-01 03:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,181.73691043401485,-1.262857190044
2024-01-01 03:00:00+00:00,Downtown Office,Conference,conference_co2,co2,609.7985553087715,-0.6041643546121191
2024-01-01 04:00:00+00:00,Downtown Office,Open Office,cluster_energy,energy,221.92125691416211,-0.10648645884651939
2024-01-01 04:00:00+00:00,Downtown Office,Open Office,cluster_co2,co2,772.26833742292,0.7145860971930323
2024-01-01 04:00:00+00:00,Downtown Office,Open Office,office_energy,energy,291.4569123865208,0.03056441586335016
2024-01-01 04:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,21.249438712707846,-0.21106965901140906
2024-01-01 04:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,195.08888503694203,-0.8786321375812203
2024-01-01 04:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,605.6712851404834,-0.838117566867876
2024-01-01 04:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,19.986693711932,-1.081806846843215
2024-01-01 04:00:00+00:00,Downtown Office,Conference,conference_co2,co2,632.377481553909,-0.346394309196634
2024-01-01 05:00:00+00:00,Downtown Office,Conference,conference_co2,co2,692.4469947718012,0.3393832597697717
2024-01-01 05:00:00+00:00,Downtown Office,Open Office,office_temp,temperature,19.228437887069873,-1.6393566446818024
2024-01-01 05:00:00+00:00,Downtown Office,Conference,conference_temp,temperature,16.837068679289178,-3.656621076171441
2024-01-01 05:00:00+00:00,Downtown Office,Conference,cluster_energy,energy,188.20766199210536,-1.0766506602370993
2024-01-01 05:00:00+00:00,Downtown Office,Conference,cluster_co2,co2,629.4739850043774,-0.6162736699509401
